-1.12,0.01,2.19,-0.01
165.02,0.01,2.23,2.16
80.30,0.13,2.26,2.06
78.04,0.24,2.29,1.99
65.86,0.47,2.30,1.79
58.48,0.69,2.30,1.60
46.50,0.94,2.30,1.35
34.07,1.22,2.31,1.08
22.69,1.50,2.15,0.80
11.85,1.78,2.22,0.52
-14.04,2.10,2.25,0.06
6.45,2.11,2.30,0.11
3.85,2.15,2.30,0.10
-9.76,2.38,2.30,-0.08
-1.28,2.36,2.30,-0.06
20.04,2.07,2.31,0.23
1.21,2.17,2.32,0.12
-4.50,2.32,2.32,-0.01
-1.96,2.35,2.31,-0.03
18.35,2.09,2.32,0.22
0.89,2.19,2.32,0.11
-8.98,2.39,2.32,-0.07
4.82,2.29,2.33,0.03
0.54,2.30,2.33,0.02
-5.58,2.39,2.33,-0.07
-1.52,2.38,2.33,-0.05
20.58,2.09,2.32,0.24
2.57,2.19,2.31,0.14
-11.96,2.41,2.30,-0.09
-0.00,2.36,2.30,-0.05
12.05,2.17,2.32,0.13
2.36,2.21,2.33,0.09
-10.88,2.42,2.33,-0.10
-0.02,2.38,2.33,-0.05
17.49,2.13,2.32,0.20
0.00,2.23,2.31,0.09
-5.04,2.35,2.32,-0.03
-0.92,2.34,2.33,-0.03
20.05,2.07,2.34,0.25
1.74,2.19,2.32,0.14
-10.01,2.41,2.31,-0.07
1.44,2.34,2.31,-0.02
1.64,2.30,2.33,0.01
-0.90,2.32,2.34,-0.01
-0.55,2.34,2.33,-0.01
1.63,2.33,2.33,0.01
-1.09,2.34,2.34,-0.01
-4.41,2.40,2.34,-0.07
16.63,2.16,2.32,0.18
0.38,2.25,2.32,0.09
-5.38,2.36,2.33,-0.03
-0.41,2.35,2.33,-0.02
19.58,2.08,2.33,0.24
1.28,2.20,2.32,0.13
-10.00,2.41,2.33,-0.08
0.16,2.36,2.33,-0.04
3.33,2.30,2.32,0.02
-6.05,2.40,2.22,-0.07
0.03,2.36,2.16,-0.04
-5.44,2.31,1.95,-0.09
1.29,2.18,1.72,-0.03
-13.57,2.15,1.42,-0.19
-15.35,2.01,1.17,-0.30
-10.36,1.70,1.08,-0.28
-5.63,1.37,0.95,-0.21
10.26,1.05,0.90,0.04
-11.86,1.09,1.12,-0.14
-5.64,1.04,1.35,-0.14
31.96,0.77,1.41,0.35
30.30,0.79,1.43,0.56
10.47,1.02,1.42,0.39
-1.47,1.27,1.46,0.16
9.42,1.22,1.54,0.20
-4.85,1.43,1.55,0.02
16.69,1.31,1.39,0.23
-0.39,1.45,1.33,0.10
-4.66,1.41,1.40,-0.02
-2.99,1.38,1.48,-0.05
19.87,1.17,1.55,0.23
14.43,1.18,1.57,0.30
-1.84,1.44,1.50,0.11
8.35,1.41,1.27,0.16
-13.53,1.61,1.33,-0.11
-17.97,1.56,1.44,-0.29
16.89,1.25,1.52,0.08
8.68,1.30,1.49,0.15
-7.26,1.55,1.56,-0.03
-1.57,1.53,1.83,-0.04
24.92,1.26,2.01,0.31
24.39,1.37,2.15,0.46
11.82,1.64,2.23,0.37
3.95,1.93,2.27,0.22
-7.91,2.23,2.30,-0.01
5.67,2.20,2.30,0.07
2.82,2.23,2.30,0.07
-13.28,2.44,2.31,-0.15
-0.98,2.39,2.31,-0.09
11.06,2.20,2.30,0.10
2.54,2.23,2.30,0.08
-13.49,2.44,2.30,-0.14
-2.31,2.40,2.32,-0.10
19.61,2.10,2.32,0.21
2.87,2.18,2.30,0.13
-5.02,2.33,2.31,-0.01
-4.02,2.36,2.31,-0.06
20.91,2.06,2.30,0.24
8.75,2.08,2.30,0.22
-11.20,2.35,2.30,-0.05
-0.50,2.33,2.30,-0.03
18.34,2.08,2.31,0.22
0.65,2.19,2.29,0.11
-4.11,2.32,2.30,-0.01
-1.60,2.32,2.31,-0.03
18.86,2.07,2.31,0.23
1.62,2.18,2.33,0.13
-4.45,2.31,2.34,-0.00
-0.85,2.35,2.34,-0.02
17.52,2.12,2.33,0.22
0.19,2.24,2.31,0.10
